 210.940    2.650
 211.940    2.666
 212.940    2.682
 213.940    2.698
 214.940    2.714
 215.940    2.730
 216.940    2.746
 217.940    2.762
 218.940    2.778
 219.940    2.794
 220.940    2.810
 221.940    2.826
 222.940    2.842
 223.940    2.858
 224.940    2.874
 225.940    2.890
 226.940    2.906
 227.940    2.922
 228.940    2.938
 229.940    2.954
 230.940    2.970
 231.940    2.986
 232.940    3.002
 233.940    3.017
 234.940    3.033
 235.940    3.049
 236.940    3.065
 237.940    3.081
 238.940    3.097
 239.940    3.113
 240.940    3.129
 241.940    3.145
 242.940    3.161
 243.940    3.177
 244.940    3.193
 245.940    3.209
 246.940    3.225
 247.940    3.241
 248.940    3.257
 249.940    3.273
 250.940    3.289
 251.940    3.305
 252.940    3.321
 253.940    3.337
 254.940    3.353
 255.940    3.369
 256.940    3.385
 257.940    3.401
 258.940    3.417
 259.940    3.433
 260.940    3.449
 261.940    3.465
 262.940    3.481
 263.940    3.497
 264.940    3.513
 265.940    3.529
 266.940    3.545
 267.940    3.561
 268.940    3.577
 269.940    3.593
 270.940    3.609
 271.940    3.625
 272.940    3.641
 273.940    3.657
 274.940    3.673
 275.940    3.689
 276.940    3.705
 277.940    3.721
 278.940    3.736
 279.940    3.752
 280.940    3.768
 281.940    3.784
 282.940    3.800
 283.940    3.816
 284.940    3.832
 285.940    3.848
 286.940    3.864
 287.940    3.880
 288.940    3.896
 289.940    3.912
 290.940    3.928
 291.940    3.944
 292.940    3.960
 293.940    3.976
 294.940    3.992
 295.940    4.008
 296.940    4.024
 297.940    4.040
 298.940    4.056
 299.940    4.072
 300.940    4.088
 301.940    4.104
 302.940    4.120
 303.940    4.136
 304.940    4.152
 305.940    4.168
 306.940    4.184
 307.940    4.200
 308.940    4.216
 309.940    4.232
 310.940    4.248
 311.940    4.264
 312.940    4.280
 313.940    4.296
 314.940    4.312
 315.940    4.328
 316.940    4.344
 317.940    4.360
 318.940    4.376
 319.940    4.392
 320.940    4.408
 321.940    4.424
 322.940    4.440
 323.940    4.455
 324.940    4.471
 325.940    4.487
 326.940    4.503
 327.940    4.519
 328.940    4.535
 329.940    4.551
 330.940    4.567
 331.940    4.583
 332.940    4.599
 333.940    4.615
 334.940    4.631
 335.940    4.647
 336.940    4.663
 337.940    4.679
 338.940    4.695
 339.940    4.711
 340.940    4.727
 341.940    4.743
 342.940    4.759
 343.940    4.775
 344.940    4.791
 345.940    4.807
 346.940    4.823
 347.940    4.839
 348.940    4.855
 349.940    4.871
 350.940    4.887
 351.940    4.903
 352.940    4.919
 353.940    4.935
 354.940    4.951
 355.940    4.967
 356.940    4.983
 357.940    4.999
 358.940    5.015
 359.940    5.031
 360.940    5.047
 361.940    5.063
 362.940    5.079
 363.940    5.095
 364.940    5.111
 365.940    5.127
 366.940    5.143
 367.940    5.159
 368.940    5.174
 369.940    5.190
 370.940    5.206
 371.940    5.222
 372.940    5.238
 373.940    5.254
 374.940    5.270
 375.940    5.286
 376.940    5.302
 377.940    5.318
 378.940    5.334
 379.940    5.350
 380.940    5.366
 381.940    5.382
 382.940    5.398
 383.940    5.414
 384.940    5.430
 385.940    5.446
 386.940    5.462
 387.940    5.478
 388.940    5.494
 389.940    5.510
 390.940    5.526
 391.940    5.542
 392.940    5.558
 393.940    5.574
 394.940    5.590
 395.940    5.606
 396.940    5.622
 397.940    5.638
 398.940    5.654
 399.940    5.670
 400.940    5.686
 401.940    5.702
 402.940    5.718
 403.940    5.734
 404.940    5.750
 405.940    5.766
 406.940    5.782
 407.940    5.798
 408.940    5.814
 409.940    5.830
 410.940    5.846
 411.940    5.862
 412.940    5.878
 413.940    5.893
 414.940    5.909
 415.940    5.925
 416.940    5.941
 417.940    5.957
 418.940    5.973
 419.940    5.989
 420.940    6.005
 421.940    6.021
 422.940    6.037
 423.940    6.053
 424.940    6.069
 425.940    6.085
 426.940    6.101
 427.940    6.117
 428.940    6.133
 429.940    6.149
 430.940    6.165
 431.940    6.181
 432.940    6.197
 433.940    6.213
 434.940    6.229
 435.940    6.245
 436.940    6.261
 437.940    6.277
 438.940    6.293
 439.940    6.309
 440.940    6.325
 441.940    6.341
 442.940    6.357
 443.940    6.373
 444.940    6.389
 445.940    6.405
 446.940    6.421
 447.940    6.437
 448.940    6.453
 449.940    6.469
 450.940    6.485
 451.940    6.501
 452.940    6.517
 453.940    6.533
 454.940    6.549
 455.940    6.565
 456.940    6.581
 457.940    6.597
 458.940    6.612
 459.940    6.628
 460.940    6.644
 461.940    6.660
 462.940    6.676
 463.940    6.692
 464.940    6.708
 465.940    6.724
 466.940    6.740
 467.940    6.756
 468.940    6.772
 469.940    6.788
 470.940    6.804
 471.940    6.820
 472.940    6.836
 473.940    6.852
 474.940    6.868
 475.940    6.884
 476.940    6.900
 477.940    6.916
 478.940    6.932
 479.940    6.948
 480.940    6.964
 481.940    6.980
 482.940    6.996
 483.940    7.012
 484.940    7.028
 485.940    7.044
 486.940    7.060
 487.940    7.076
 488.940    7.092
 489.940    7.108
 490.940    7.124
 491.940    7.140
 492.940    7.156
 493.940    7.172
 494.940    7.188
 495.940    7.204
 496.940    7.220
 497.940    7.236
 498.940    7.252
 499.940    7.268
 500.940    7.284
 501.940    7.300
 502.940    7.316
 503.940    7.331
 504.940    7.347
 505.940    7.363
 506.940    7.379
 507.940    7.395
 508.940    7.411
 509.940    7.427
 510.940    7.443
 511.940    7.459
 512.940    7.475
 513.940    7.491
 514.940    7.507
 515.940    7.523
 516.940    7.539
 517.940    7.555
 518.940    7.571
 519.940    7.587
 520.940    7.603
 521.940    7.619
 522.940    7.635
 523.940    7.651
 524.940    7.667
 525.940    7.683
 526.940    7.699
 527.940    7.715
 528.940    7.731
 529.940    7.747
 530.940    7.763
 531.940    7.779
 532.940    7.795
 533.940    7.811
 534.940    7.827
 535.940    7.843
 536.940    7.859
 537.940    7.875
 538.940    7.891
 539.940    7.907
 540.940    7.923
 541.940    7.939
 542.940    7.955
 543.940    7.971
 544.940    7.987
 545.940    8.003
 546.940    8.019
 547.940    8.035
 548.940    8.050
 549.940    8.066
 550.940    8.082
 551.940    8.098
 552.940    8.114
 553.940    8.130
 554.940    8.146
 555.940    8.162
 556.940    8.178
 557.940    8.194
 558.940    8.210
 559.940    8.226
 560.940    8.242
 561.940    8.258
 562.940    8.274
 563.940    8.290
 564.940    8.306
 565.940    8.322
 566.940    8.338
 567.940    8.354
 568.940    8.370
 569.940    8.386
 570.940    8.402
 571.940    8.418
 572.940    8.434
 573.940    8.450
 574.940    8.466
 575.940    8.482
 576.940    8.498
 577.940    8.514
 578.940    8.530
 579.940    8.546
 580.940    8.562
 581.940    8.578
 582.940    8.594
 583.940    8.610
 584.940    8.626
 585.940    8.642
 586.940    8.658
 587.940    8.674
 588.940    8.690
 589.940    8.706
 590.940    8.722
 591.940    8.738
 592.940    8.754
 593.940    8.769
 594.940    8.785
 595.940    8.801
 596.940    8.817
 597.940    8.833
 598.940    8.849
 599.940    8.865
 600.940    8.881
 601.940    8.897
 602.940    8.913
 603.940    8.929
 604.940    8.945
 605.940    8.961
 606.940    8.977
 607.940    8.993
 608.940    9.009
 609.940    9.025
