 258.130    3.530
 259.130    3.544
 260.130    3.559
 261.130    3.573
 262.130    3.587
 263.130    3.602
 264.130    3.616
 265.130    3.630
 266.130    3.645
 267.130    3.659
 268.130    3.673
 269.130    3.688
 270.130    3.702
 271.130    3.716
 272.130    3.731
 273.130    3.745
 274.130    3.759
 275.130    3.774
 276.130    3.788
 277.130    3.802
 278.130    3.817
 279.130    3.831
 280.130    3.845
 281.130    3.860
 282.130    3.874
 283.130    3.888
 284.130    3.903
 285.130    3.917
 286.130    3.931
 287.130    3.945
 288.130    3.960
 289.130    3.974
 290.130    3.988
 291.130    4.003
 292.130    4.017
 293.130    4.031
 294.130    4.046
 295.130    4.060
 296.130    4.074
 297.130    4.089
 298.130    4.103
 299.130    4.117
 300.130    4.132
 301.130    4.146
 302.130    4.160
 303.130    4.175
 304.130    4.189
 305.130    4.203
 306.130    4.218
 307.130    4.232
 308.130    4.246
 309.130    4.261
 310.130    4.275
 311.130    4.289
 312.130    4.304
 313.130    4.318
 314.130    4.332
 315.130    4.347
 316.130    4.361
 317.130    4.375
 318.130    4.390
 319.130    4.404
 320.130    4.418
 321.130    4.433
 322.130    4.447
 323.130    4.461
 324.130    4.476
 325.130    4.490
 326.130    4.504
 327.130    4.519
 328.130    4.533
 329.130    4.547
 330.130    4.562
 331.130    4.576
 332.130    4.590
 333.130    4.605
 334.130    4.619
 335.130    4.633
 336.130    4.648
 337.130    4.662
 338.130    4.676
 339.130    4.691
 340.130    4.705
 341.130    4.719
 342.130    4.734
 343.130    4.748
 344.130    4.762
 345.130    4.776
 346.130    4.791
 347.130    4.805
 348.130    4.819
 349.130    4.834
 350.130    4.848
 351.130    4.862
 352.130    4.877
 353.130    4.891
 354.130    4.905
 355.130    4.920
 356.130    4.934
 357.130    4.948
 358.130    4.963
 359.130    4.977
 360.130    4.991
 361.130    5.006
 362.130    5.020
 363.130    5.034
 364.130    5.049
 365.130    5.063
 366.130    5.077
 367.130    5.092
 368.130    5.106
 369.130    5.120
 370.130    5.135
 371.130    5.149
 372.130    5.163
 373.130    5.178
 374.130    5.192
 375.130    5.206
 376.130    5.221
 377.130    5.235
 378.130    5.249
 379.130    5.264
 380.130    5.278
 381.130    5.292
 382.130    5.307
 383.130    5.321
 384.130    5.335
 385.130    5.350
 386.130    5.364
 387.130    5.378
 388.130    5.393
 389.130    5.407
 390.130    5.421
 391.130    5.436
 392.130    5.450
 393.130    5.464
 394.130    5.479
 395.130    5.493
 396.130    5.507
 397.130    5.522
 398.130    5.536
 399.130    5.550
 400.130    5.564
 401.130    5.579
 402.130    5.593
 403.130    5.607
 404.130    5.622
 405.130    5.636
 406.130    5.650
 407.130    5.665
 408.130    5.679
 409.130    5.693
 410.130    5.708
 411.130    5.722
 412.130    5.736
 413.130    5.751
 414.130    5.765
 415.130    5.779
 416.130    5.794
 417.130    5.808
 418.130    5.822
 419.130    5.837
 420.130    5.851
 421.130    5.865
 422.130    5.880
 423.130    5.894
 424.130    5.908
 425.130    5.923
 426.130    5.937
 427.130    5.951
 428.130    5.966
 429.130    5.980
 430.130    5.994
 431.130    6.009
 432.130    6.023
 433.130    6.037
 434.130    6.052
 435.130    6.066
 436.130    6.080
 437.130    6.095
 438.130    6.109
 439.130    6.123
 440.130    6.138
 441.130    6.152
 442.130    6.166
 443.130    6.181
 444.130    6.195
 445.130    6.209
 446.130    6.224
 447.130    6.238
 448.130    6.252
 449.130    6.267
 450.130    6.281
 451.130    6.295
 452.130    6.310
 453.130    6.324
 454.130    6.338
 455.130    6.352
 456.130    6.367
 457.130    6.381
 458.130    6.395
 459.130    6.410
 460.130    6.424
 461.130    6.438
 462.130    6.453
 463.130    6.467
 464.130    6.481
 465.130    6.496
 466.130    6.510
 467.130    6.524
 468.130    6.539
 469.130    6.553
 470.130    6.567
 471.130    6.582
 472.130    6.596
 473.130    6.610
 474.130    6.625
 475.130    6.639
 476.130    6.653
 477.130    6.668
