258.1342,3.5301
260.3562,3.6044
266.8666,3.8222
278.5321,4.1914
293.9763,4.6083
308.9088,5.0124
325.5601,5.3994
342.3596,5.7806
360.6354,6.1599
378.0156,6.5045
395.8276,6.8455
414.0776,7.1508
432.2368,7.4539
451.3993,7.7484
471.376,8.0519
493.1277,8.3372
516.6853,8.6435
541.2107,8.9274
566.5161,9.1716
589.2534,9.4051
612.4786,9.5966
636.1119,9.7336
657.2181,9.871
676.6472,9.9311
693.6187,9.9927
704.9073,10.0059
710.4108,10.0123
