231.147,3.758
234.4938,3.8795
242.7862,4.1806
258.1784,4.6937
279.1415,5.2893
303.6257,5.9076
330.8625,6.5282
361.4889,7.1433
391.7905,7.6694
418.3057,8.0861
440.3256,8.403
463.4064,8.6948
487.9879,8.9765
512.8684,9.2206
536.246,9.4
558.1757,9.552
580.9428,9.6692
601.1002,9.7287
618.9521,9.7779
628.3459,9.7632
633.209,9.7555
