210.9365,2.6459
213.061,2.7264
219.0689,2.954
230.1103,3.3418
245.1574,3.8028
260.5971,4.2431
276.3634,4.6716
292.5457,5.0418
309.2018,5.4287
327.4514,5.8049
345.9744,6.1796
365.2466,6.5403
384.245,6.8684
403.8508,7.2039
424.7421,7.5093
446.3324,7.8043
468.3967,8.0749
490.4183,8.3265
512.518,8.5622
536.1367,8.7491
558.7812,8.9212
578.4884,8.9941
595.1876,9.0546
605.2031,9.0463
610.8744,9.0416
